,id,original_zip,match_kind,state_code,county_code,tract_code,block_code,RRF Award Amount ,No of months of assistance,Rent owing,RRF Award Type ,Mthly Self Employment,Mthly Unemployment,Mthly Interest or Dividend,Mthly Pension or Retirement,Mthly TANF/Public Assistance,Mthly Alimony income,Mthly Armed Forces income,Mthly Other income
149,7433,2124,Exact,25,25,100100,3003,6000.0,1.0,4800.0,Arrears & Future payments,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0
150,7470,2128,Exact,25,25,50600,2001,6000.0,2.0,5000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,7538,2115,Exact,25,25,10802,2002,4000.0,3.0,1400.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,7659,2126,Exact,25,25,101102,2002,6000.0,0.0,7500.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0
153,7669,2128,Exact,25,25,50200,4001,6000.0,3.0,6300.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,7732,2111,Exact,25,25,70202,1022,3759.0,3.0,0.0,Arrears & Future payments,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0
155,7761,2111,Exact,25,25,70103,1001,4000.0,0.0,2780.0,0,0.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0
156,7787,2124,Exact,25,25,100500,3000,3755.0,2.0,1900.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,7819,2126,Exact,25,25,101101,3002,6000.0,0.0,4953.0,Arrears,1200.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
158,7839,2128,Exact,25,25,51000,1000,6000.0,4.0,5100.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,7850,2124,Exact,25,25,100300,1007,5500.0,4.0,4100.0,Arrears,0.0,1268.0,0.0,0.0,0.0,0.0,0.0,0.0
160,7916,2111,Exact,25,25,70202,1019,6000.0,3.0,4860.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,7978,2111,Exact,25,25,70202,2002,3172.0,2.0,0.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,8039,2128,Exact,25,25,51000,1003,6000.0,3.0,2200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,8064,2127,Exact,25,25,60501,5004,4000.0,2.0,0.0,Future payments,0.0,3292.0,0.0,0.0,0.0,0.0,0.0,0.0
164,8067,2132,Exact,25,25,130404,1002,6000.0,4.0,8375.0,Arrears,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0
165,8075,2129,Exact,25,25,40401,1003,3440.0,4.0,1000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,8080,2135,Exact,25,25,503,2001,1550.0,1.0,1500.0,Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,8086,2132,Exact,25,25,130406,1003,6000.0,0.0,5573.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0
168,8088,2121,Exact,25,25,82100,1001,6000.0,4.0,2538.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,8096,2119,Exact,25,25,81500,2004,3494.0,3.0,3512.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,8100,2131,Exact,25,25,110501,2002,3700.0,1.0,1850.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0
171,8104,2115,Exact,25,25,81001,4000,4000.0,3.0,1281.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,8106,2122,Exact,25,25,92101,5001,4200.0,0.0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,8112,2136,Exact,25,25,140300,1003,4000.0,3.0,2748.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,8137,2136,Exact,25,25,140300,2008,3000.0,0.0,3000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,8156,2128,Exact,25,25,50901,3006,4000.0,3.0,0.0,Arrears & Future payments,0.0,1586.0,0.0,0.0,0.0,0.0,0.0,0.0
176,8162,2111,Exact,25,25,70103,1001,4170.0,3.0,0.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,8168,2131,Exact,25,25,110301,2015,6000.0,4.0,3300.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,8170,2118,Exact,25,25,70402,1010,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,8174,2122,Exact,25,25,91600,2005,4200.0,3.0,1400.0,Arrears & Future payments,0.0,1204.0,0.0,0.0,0.0,0.0,0.0,1056.0
180,8180,2111,Exact,25,25,70202,2002,6000.0,0.0,8020.0,Arrears,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0
181,8182,2121,Exact,25,25,90300,2005,6000.0,3.0,4800.0,Arrears,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0
182,8187,2124,Exact,25,25,100500,3006,6000.0,0.0,8800.0,0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0
183,8198,2128,Exact,25,25,50700,1003,5600.0,2.0,5600.0,Arrears,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,8223,2111,Exact,25,25,70103,1001,2415.0,3.0,1895.0,0,0.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0
185,8225,2215,Exact,25,25,10104,3002,6000.0,1.0,4250.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0
186,8231,2127,Exact,25,25,60601,1000,5272.0,4.0,3954.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,8238,2128,Exact,25,25,50200,3000,6000.0,6.0,4710.0,Arrears,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,8244,2118,Exact,25,25,70402,1010,4000.0,3.0,1125.0,0,0.0,2124.0,0.0,0.0,0.0,0.0,0.0,0.0
189,8248,2128,Exact,25,25,50600,2007,6000.0,1.0,4000.0,Arrears & Future payments,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,8261,2126,Exact,25,25,101002,2019,2040.0,2.0,5000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,8283,2125,Exact,25,25,91001,1004,6000.0,1.0,6500.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,8300,2126,Exact,25,25,101101,1001,6000.0,0.0,10800.0,Arrears,0.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0
193,8321,2125,Exact,25,25,91100,5003,4000.0,0.0,3900.0,Arrears,0.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0
194,8327,2128,Exact,25,25,50700,3005,6000.0,0.0,7500.0,Arrears,0.0,2068.0,0.0,0.0,0.0,0.0,0.0,0.0
195,8337,2125,Exact,25,25,91400,1001,6000.0,4.0,4000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,8339,2125,Exact,25,25,90700,1008,4000.0,2.0,2800.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,8356,2132,Exact,25,25,130406,2001,4000.0,0.0,2400.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,8359,2134,Exact,25,25,704,4001,3789.0,1.0,1263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,8368,2111,Exact,25,25,70202,1005,4000.0,2.0,16239.69,0,500.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
200,8370,2128,Exact,25,25,50300,1015,3600.0,3.0,2400.0,0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0
201,8377,2121,Exact,25,25,82100,3002,6000.0,1.0,5000.0,Arrears & Future payments,0.0,1408.0,0.0,0.0,0.0,0.0,0.0,0.0
202,8383,2128,Exact,25,25,50700,1001,4000.0,0.0,4900.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,8393,2121,Exact,25,25,82100,1001,6000.0,0.0,7691.0,Arrears,0.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0
204,8414,2128,Exact,25,25,50700,2001,4000.0,3.0,4200.0,0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,8426,2111,Exact,25,25,70103,1001,6000.0,2.0,5079.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,410.0,0.0,501.0
206,8440,2130,Exact,25,25,81200,2000,6000.0,3.0,1558.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,8448,2125,Exact,25,25,91200,3001,6000.0,0.0,8600.0,Arrears,0.0,2481.0,0.0,0.0,0.0,0.0,0.0,0.0
208,8454,2136,Exact,25,25,140202,1004,5200.0,4.0,600.0,Arrears & Future payments,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0
209,8458,2125,Exact,25,25,91100,4002,0.0,0.0,1800.0,0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0
210,8467,2128,Exact,25,25,50101,3005,4800.0,3.0,1800.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,8471,2128,Exact,25,25,50700,1002,5273.0,6.0,3473.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,8486,2130,Exact,25,25,81200,2000,5498.0,4.0,2800.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,8492,2114,Exact,25,25,20304,1008,3375.0,3.0,0.0,Arrears & Future payments,0.0,1616.0,0.0,0.0,0.0,0.0,0.0,0.0
214,8500,2124,Exact,25,25,92400,4000,4000.0,0.0,1519.0,Arrears & Future payments,0.0,2163.0,0.0,0.0,0.0,0.0,0.0,0.0
215,8502,2130,Exact,25,25,120400,5010,850.0,1.0,2000.0,Future payments,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
216,8503,2125,Exact,25,25,91100,3004,6000.0,3.0,1800.0,Future payments,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0
217,8506,2111,Exact,25,25,70202,1000,3483.0,3.0,0.0,Arrears,0.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0
218,8507,2111,Exact,25,25,70202,1000,969.0,1.0,0.0,Future payments,0.0,1648.0,0.0,473.0,0.0,0.0,0.0,0.0
219,8508,2121,Exact,25,25,81900,4010,4800.0,4.0,3600.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,8510,2122,Exact,25,25,91700,1003,5250.0,3.0,1750.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,8511,2122,Exact,25,25,91700,1003,4000.0,2.0,3932.0,Arrears,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0
222,8515,2122,Exact,25,25,91500,2009,4000.0,2.0,3800.0,0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0
223,8517,2113,Exact,25,25,30200,1003,6000.0,3.0,6322.9,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,8521,2215,Exact,25,25,10205,2001,2900.0,1.0,0.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,8522,2121,Exact,25,25,90200,3000,4200.0,0.0,0.0,Arrears,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0
226,8526,2122,Exact,25,25,100603,2005,3800.0,2.0,3800.0,Arrears,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0
227,8527,2125,Exact,25,25,91800,2004,4000.0,1.0,3000.0,Arrears & Future payments,0.0,1048.0,0.0,0.0,0.0,0.0,0.0,0.0
228,8528,2135,Exact,25,25,604,2003,4000.0,2.0,0.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,8529,2136,Exact,25,25,140300,5007,6000.0,3.0,4120.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,8530,2136,Exact,25,25,140300,5007,1966.0,1.0,1966.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,8536,2122,Exact,25,25,92101,1007,2525.0,0.0,1225.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,8537,2128,Exact,25,25,51101,1004,6000.0,0.0,4000.0,Arrears & Future payments,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,8538,2128,Exact,25,25,51101,1004,4000.0,3.0,4000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,8542,2128,Exact,25,25,50700,3005,5200.0,4.0,5200.0,Arrears,1516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,8544,2136,Exact,25,25,140107,1019,0.0,0.0,4300.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,8545,2131,Exact,25,25,110301,1002,6000.0,4.0,4800.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,8550,2127,Exact,25,25,61201,1014,3960.0,4.0,3600.0,0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0
238,8552,2122,Exact,25,25,92101,5002,0.0,0.0,6000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,8553,2124,Exact,25,25,100500,2006,3150.0,0.0,3150.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,8554,2136,Exact,25,25,140300,1003,6000.0,4.0,5685.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,8555,2136,Exact,25,25,140300,1003,4000.0,2.0,2266.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,8556,2111,Exact,25,25,70202,1002,3900.0,3.0,0.0,Future payments,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0
243,8558,2125,Exact,25,25,90400,2000,3800.0,1.0,1900.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,8561,2136,Exact,25,25,140300,1006,4000.0,4.0,105.0,0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
245,8562,2128,Exact,25,25,51101,1004,6000.0,0.0,4000.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,8568,2134,Exact,25,25,703,1009,6000.0,4.0,6674.43,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,8569,2128,Exact,25,25,51101,1004,6000.0,3.0,15435.0,Arrears,0.0,3592.0,0.0,0.0,0.0,0.0,0.0,0.0
248,8570,2134,Exact,25,25,703,1009,4000.0,3.0,0.0,Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,8571,2121,Exact,25,25,90200,3001,6000.0,0.0,7850.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,8573,2136,Exact,25,25,140105,1016,6000.0,0.0,5700.0,0,0.0,2268.0,0.0,0.0,0.0,0.0,0.0,0.0
251,8574,2128,Exact,25,25,50200,1005,4000.0,3.0,1700.0,Arrears & Future payments,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
252,8576,2124,Exact,25,25,100800,1000,6000.0,2.0,8700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,8581,2128,Exact,25,25,51101,3012,6000.0,2.0,10000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,8583,2215,Exact,25,25,10206,2005,0.0,0.0,1701.62,0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0
255,8584,2128,Exact,25,25,51101,3012,4000.0,0.0,5100.0,0,0.0,1268.0,0.0,0.0,0.0,0.0,0.0,0.0
256,8585,2124,Exact,25,25,92400,5000,4000.0,0.0,5550.0,0,0.0,7080.0,0.0,0.0,0.0,0.0,0.0,0.0
257,8586,2121,Exact,25,25,82000,1001,4400.0,2.0,4400.0,0,0.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
258,8587,2121,Exact,25,25,82000,1001,6000.0,0.0,6600.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,8588,2122,Exact,25,25,100603,1010,3105.0,3.0,2070.0,Arrears,0.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0
260,8592,2128,Exact,25,25,50700,2004,6000.0,0.0,11000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,8593,2124,Exact,25,25,100500,1001,5350.0,3.0,3225.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,8597,2124,Exact,25,25,100300,3000,6000.0,4.0,6000.0,Arrears,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,400.0
263,8598,2128,Exact,25,25,50300,3002,0.0,0.0,580.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,8601,2135,Exact,25,25,302,1003,3700.0,4.0,925.0,Arrears & Future payments,0.0,2568.0,0.0,0.0,0.0,0.0,0.0,0.0
265,8602,2134,Exact,25,25,704,3000,3475.0,0.0,2850.0,0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0
266,8606,2128,Exact,25,25,50600,1001,5600.0,3.0,4400.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0
267,8610,2122,Exact,25,25,100601,1001,4800.0,3.0,2900.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,8615,2128,Exact,25,25,51000,1007,6000.0,0.0,5250.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,8616,2215,Exact,25,25,10206,1003,4000.0,3.0,0.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,8619,2128,Exact,25,25,50300,1009,3400.0,2.0,300.0,Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,8621,2108,Exact,25,25,30302,1046,6000.0,3.0,19400.0,0,0.0,1068.0,0.0,610.0,0.0,0.0,0.0,0.0
272,8622,2108,Exact,25,25,30302,1046,6000.0,4.0,12980.0,0,980.0,2136.0,0.0,627.0,0.0,0.0,0.0,0.0
273,8623,2116,Exact,25,25,70700,1008,4000.0,1.0,3756.0,Arrears & Future payments,0.0,1144.0,0.0,0.0,0.0,0.0,0.0,0.0
274,8630,2124,Exact,25,25,92300,3007,6000.0,0.0,9000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,8632,2135,Exact,25,25,502,1002,2550.0,3.0,850.0,Arrears & Future payments,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0
276,8633,2128,Exact,25,25,51200,2001,4500.0,3.0,3000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,8637,2121,Exact,25,25,91900,2000,3300.0,1.0,1800.0,Arrears & Future payments,0.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0
278,8640,2121,Exact,25,25,81900,3000,4000.0,3.0,1112.0,Arrears & Future payments,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0
279,8644,2125,Exact,25,25,91500,2007,4000.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
280,8647,2119,Exact,25,25,81400,3000,3675.0,1.0,2525.0,Arrears & Future payments,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0
281,8649,2128,Exact,25,25,50101,3003,4000.0,3.0,1550.0,0,0.0,2679.0,0.0,0.0,0.0,0.0,0.0,0.0
282,8651,2126,Exact,25,25,101102,1006,6000.0,0.0,4000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,8652,2125,Exact,25,25,91500,2004,6000.0,0.0,10000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,8657,2135,Exact,25,25,604,1005,6000.0,5.0,6000.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,8661,2119,Exact,25,25,81800,1000,4000.0,0.0,2700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,8662,2126,Exact,25,25,101102,3004,3300.0,3.0,1100.0,Arrears & Future payments,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0
287,8663,2126,Exact,25,25,101102,3004,0.0,0.0,3600.0,0,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0
288,8664,2130,Exact,25,25,120301,4001,6000.0,0.0,4000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,8665,2114,Exact,25,25,20101,2000,0.0,0.0,6749.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
290,8666,2128,Exact,25,25,50200,4001,4000.0,1.0,1750.0,Arrears & Future payments,0.0,2214.0,0.0,0.0,0.0,0.0,0.0,0.0
291,8667,2124,Exact,25,25,100100,7000,6000.0,0.0,6000.0,0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0
292,8670,2115,Exact,25,25,10404,2002,2937.0,2.0,2503.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,8674,2115,Exact,25,25,10404,2002,4000.0,3.0,1046.0,Arrears & Future payments,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
294,8675,2115,Exact,25,25,10404,2002,1448.0,2.0,1448.0,Arrears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,8677,2128,Exact,25,25,50200,2000,5100.0,3.0,0.0,Arrears & Future payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,8678,2128,Exact,25,25,50200,3001,5400.0,3.0,5400.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,8679,2131,Exact,25,25,110403,1001,0.0,0.0,3325.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0
